18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),1,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),2,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),3,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),4,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),5,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),6,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),7,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),8,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),9,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),10,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),11,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),12,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),13,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),14,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),15,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),16,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),17,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),18,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),19,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),20,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),21,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),22,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),23,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),24,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),25,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),26,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),27,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),28,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),29,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),30,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),31,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),32,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),33,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),34,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),35,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),36,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),37,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),38,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),39,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),40,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),41,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),42,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),43,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),44,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),45,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),46,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),47,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),48,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),49,0.10000000149011612
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),50,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),51,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),52,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),53,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),54,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),55,0.10000000149011612
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),56,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),57,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),58,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),59,0.10000000149011612
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),60,0.10000000149011612
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),61,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),62,0.10000000149011612
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),63,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),64,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),65,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),66,0.10000000149011612
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),67,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),68,0.10000000149011612
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),69,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),70,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),71,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),72,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),73,0.0
18,200_1_0.0001_0.001_0.0_0.0_(128; 128)_(128; 128),74,0.10000000149011612
